step,time_s,status,status_name,edge_id,position_km,cumulative_position_km,velocity_kmh,acceleration_ms2
0,0.0,0,NONE_SIMURATION,,,,,
1,0.1,0,NONE_SIMURATION,,,,,
2,0.2,0,NONE_SIMURATION,,,,,
3,0.3,0,NONE_SIMURATION,,,,,
4,0.4,0,NONE_SIMURATION,,,,,
5,0.5,0,NONE_SIMURATION,,,,,
6,0.6,0,NONE_SIMURATION,,,,,
7,0.7,0,NONE_SIMURATION,,,,,
8,0.8,0,NONE_SIMURATION,,,,,
9,0.9,0,NONE_SIMURATION,,,,,
10,1.0,0,NONE_SIMURATION,,,,,
11,1.1,0,NONE_SIMURATION,,,,,
12,1.2,0,NONE_SIMURATION,,,,,
13,1.3,0,NONE_SIMURATION,,,,,
14,1.4,0,NONE_SIMURATION,,,,,
15,1.5,0,NONE_SIMURATION,,,,,
16,1.6,0,NONE_SIMURATION,,,,,
17,1.7,0,NONE_SIMURATION,,,,,
18,1.8,0,NONE_SIMURATION,,,,,
19,1.9,0,NONE_SIMURATION,,,,,
20,2.0,0,NONE_SIMURATION,,,,,
21,2.1,0,NONE_SIMURATION,,,,,
22,2.2,0,NONE_SIMURATION,,,,,
23,2.3,0,NONE_SIMURATION,,,,,
24,2.4,0,NONE_SIMURATION,,,,,
25,2.5,0,NONE_SIMURATION,,,,,
26,2.6,0,NONE_SIMURATION,,,,,
27,2.7,0,NONE_SIMURATION,,,,,
28,2.8,0,NONE_SIMURATION,,,,,
29,2.9,0,NONE_SIMURATION,,,,,
30,3.0,0,NONE_SIMURATION,,,,,
31,3.1,0,NONE_SIMURATION,,,,,
32,3.2,0,NONE_SIMURATION,,,,,
33,3.3,0,NONE_SIMURATION,,,,,
34,3.4,0,NONE_SIMURATION,,,,,
35,3.5,0,NONE_SIMURATION,,,,,
36,3.6,0,NONE_SIMURATION,,,,,
37,3.7,0,NONE_SIMURATION,,,,,
38,3.8,0,NONE_SIMURATION,,,,,
39,3.9,0,NONE_SIMURATION,,,,,
40,4.0,0,NONE_SIMURATION,,,,,
41,4.1,0,NONE_SIMURATION,,,,,
42,4.2,0,NONE_SIMURATION,,,,,
43,4.3,0,NONE_SIMURATION,,,,,
44,4.4,0,NONE_SIMURATION,,,,,
45,4.5,0,NONE_SIMURATION,,,,,
46,4.6,0,NONE_SIMURATION,,,,,
47,4.7,0,NONE_SIMURATION,,,,,
48,4.8,0,NONE_SIMURATION,,,,,
49,4.9,0,NONE_SIMURATION,,,,,
50,5.0,0,NONE_SIMURATION,,,,,
51,5.1,0,NONE_SIMURATION,,,,,
52,5.2,0,NONE_SIMURATION,,,,,
53,5.3,0,NONE_SIMURATION,,,,,
54,5.4,0,NONE_SIMURATION,,,,,
55,5.5,0,NONE_SIMURATION,,,,,
56,5.6,0,NONE_SIMURATION,,,,,
57,5.7,0,NONE_SIMURATION,,,,,
58,5.8,0,NONE_SIMURATION,,,,,
59,5.9,0,NONE_SIMURATION,,,,,
60,6.0,0,NONE_SIMURATION,,,,,
61,6.1,0,NONE_SIMURATION,,,,,
62,6.2,0,NONE_SIMURATION,,,,,
63,6.3,0,NONE_SIMURATION,,,,,
64,6.4,0,NONE_SIMURATION,,,,,
65,6.5,0,NONE_SIMURATION,,,,,
66,6.6,0,NONE_SIMURATION,,,,,
67,6.7,0,NONE_SIMURATION,,,,,
68,6.8,0,NONE_SIMURATION,,,,,
69,6.9,0,NONE_SIMURATION,,,,,
70,7.0,0,NONE_SIMURATION,,,,,
71,7.1,0,NONE_SIMURATION,,,,,
72,7.2,0,NONE_SIMURATION,,,,,
73,7.3,0,NONE_SIMURATION,,,,,
74,7.4,0,NONE_SIMURATION,,,,,
75,7.5,0,NONE_SIMURATION,,,,,
76,7.6,0,NONE_SIMURATION,,,,,
77,7.7,0,NONE_SIMURATION,,,,,
78,7.8,0,NONE_SIMURATION,,,,,
79,7.9,0,NONE_SIMURATION,,,,,
80,8.0,0,NONE_SIMURATION,,,,,
81,8.1,0,NONE_SIMURATION,,,,,
82,8.2,0,NONE_SIMURATION,,,,,
83,8.3,0,NONE_SIMURATION,,,,,
84,8.4,0,NONE_SIMURATION,,,,,
85,8.5,0,NONE_SIMURATION,,,,,
86,8.6,0,NONE_SIMURATION,,,,,
87,8.7,0,NONE_SIMURATION,,,,,
88,8.8,0,NONE_SIMURATION,,,,,
89,8.9,0,NONE_SIMURATION,,,,,
90,9.0,0,NONE_SIMURATION,,,,,
91,9.1,0,NONE_SIMURATION,,,,,
92,9.2,0,NONE_SIMURATION,,,,,
93,9.3,0,NONE_SIMURATION,,,,,
94,9.4,0,NONE_SIMURATION,,,,,
95,9.5,0,NONE_SIMURATION,,,,,
96,9.6,0,NONE_SIMURATION,,,,,
97,9.7,0,NONE_SIMURATION,,,,,
98,9.8,0,NONE_SIMURATION,,,,,
99,9.9,0,NONE_SIMURATION,,,,,
100,10.0,0,NONE_SIMURATION,,,,,
101,10.1,0,NONE_SIMURATION,,,,,
102,10.2,0,NONE_SIMURATION,,,,,
103,10.3,0,NONE_SIMURATION,,,,,
104,10.4,0,NONE_SIMURATION,,,,,
105,10.5,0,NONE_SIMURATION,,,,,
106,10.6,0,NONE_SIMURATION,,,,,
107,10.7,0,NONE_SIMURATION,,,,,
108,10.8,0,NONE_SIMURATION,,,,,
109,10.9,0,NONE_SIMURATION,,,,,
110,11.0,0,NONE_SIMURATION,,,,,
111,11.1,0,NONE_SIMURATION,,,,,
112,11.2,0,NONE_SIMURATION,,,,,
113,11.3,0,NONE_SIMURATION,,,,,
114,11.4,0,NONE_SIMURATION,,,,,
115,11.5,0,NONE_SIMURATION,,,,,
116,11.6,0,NONE_SIMURATION,,,,,
117,11.7,0,NONE_SIMURATION,,,,,
118,11.8,0,NONE_SIMURATION,,,,,
119,11.9,0,NONE_SIMURATION,,,,,
120,12.0,0,NONE_SIMURATION,,,,,
121,12.1,0,NONE_SIMURATION,,,,,
122,12.2,0,NONE_SIMURATION,,,,,
123,12.3,0,NONE_SIMURATION,,,,,
124,12.4,0,NONE_SIMURATION,,,,,
125,12.5,0,NONE_SIMURATION,,,,,
126,12.6,0,NONE_SIMURATION,,,,,
127,12.7,0,NONE_SIMURATION,,,,,
128,12.8,0,NONE_SIMURATION,,,,,
129,12.9,0,NONE_SIMURATION,,,,,
130,13.0,0,NONE_SIMURATION,,,,,
131,13.1,0,NONE_SIMURATION,,,,,
132,13.2,0,NONE_SIMURATION,,,,,
133,13.3,0,NONE_SIMURATION,,,,,
134,13.4,0,NONE_SIMURATION,,,,,
135,13.5,0,NONE_SIMURATION,,,,,
136,13.6,0,NONE_SIMURATION,,,,,
137,13.7,0,NONE_SIMURATION,,,,,
138,13.8,0,NONE_SIMURATION,,,,,
139,13.9,0,NONE_SIMURATION,,,,,
140,14.0,0,NONE_SIMURATION,,,,,
141,14.1,0,NONE_SIMURATION,,,,,
142,14.2,0,NONE_SIMURATION,,,,,
143,14.3,0,NONE_SIMURATION,,,,,
144,14.4,0,NONE_SIMURATION,,,,,
145,14.5,0,NONE_SIMURATION,,,,,
146,14.6,0,NONE_SIMURATION,,,,,
147,14.7,0,NONE_SIMURATION,,,,,
148,14.8,0,NONE_SIMURATION,,,,,
149,14.9,0,NONE_SIMURATION,,,,,
150,15.0,0,NONE_SIMURATION,,,,,
151,15.1,0,NONE_SIMURATION,,,,,
152,15.2,0,NONE_SIMURATION,,,,,
153,15.3,0,NONE_SIMURATION,,,,,
154,15.4,0,NONE_SIMURATION,,,,,
155,15.5,0,NONE_SIMURATION,,,,,
156,15.6,0,NONE_SIMURATION,,,,,
157,15.7,0,NONE_SIMURATION,,,,,
158,15.8,0,NONE_SIMURATION,,,,,
159,15.9,0,NONE_SIMURATION,,,,,
160,16.0,0,NONE_SIMURATION,,,,,
161,16.1,0,NONE_SIMURATION,,,,,
162,16.2,0,NONE_SIMURATION,,,,,
163,16.3,0,NONE_SIMURATION,,,,,
164,16.4,0,NONE_SIMURATION,,,,,
165,16.5,0,NONE_SIMURATION,,,,,
166,16.6,0,NONE_SIMURATION,,,,,
167,16.7,0,NONE_SIMURATION,,,,,
168,16.8,0,NONE_SIMURATION,,,,,
169,16.9,0,NONE_SIMURATION,,,,,
170,17.0,0,NONE_SIMURATION,,,,,
171,17.1,0,NONE_SIMURATION,,,,,
172,17.2,0,NONE_SIMURATION,,,,,
173,17.3,0,NONE_SIMURATION,,,,,
174,17.4,0,NONE_SIMURATION,,,,,
175,17.5,0,NONE_SIMURATION,,,,,
176,17.6,0,NONE_SIMURATION,,,,,
177,17.7,0,NONE_SIMURATION,,,,,
178,17.8,0,NONE_SIMURATION,,,,,
179,17.9,0,NONE_SIMURATION,,,,,
180,18.0,0,NONE_SIMURATION,,,,,
181,18.1,0,NONE_SIMURATION,,,,,
182,18.2,0,NONE_SIMURATION,,,,,
183,18.3,0,NONE_SIMURATION,,,,,
184,18.4,0,NONE_SIMURATION,,,,,
185,18.5,0,NONE_SIMURATION,,,,,
186,18.6,0,NONE_SIMURATION,,,,,
187,18.7,0,NONE_SIMURATION,,,,,
188,18.8,0,NONE_SIMURATION,,,,,
189,18.9,0,NONE_SIMURATION,,,,,
